19:34:31: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 602 , 1354128383 , Head Shot ) Er's Head Shot hits Elite Practice Dummy for 602 Physical damage. 
19:35:57: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 197 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 197 Death damage. 
19:35:57: ( 1 , T=P#R=O#211669182557759289 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Er , Unknown , 0 , 398304460 , Empowered Shot ) Er begins casting Empowered Shot.
19:35:57: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 138 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 138 Death damage from Aoife's Dark Touch. 
19:35:58: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:35:58: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:35:58: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 764255181 , Defile ) Aoife's Defile dissipates from Boss Practice Dummy.
19:35:59: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (69 overheal)
19:35:59: ( 6 , T=P#R=O#211669182535649286 , T=P#R=O#211669182535649286 , T=X#R=X#0 , T=X#R=X#0 , Winning , Winning , 0 , 755603942 , Armor of Treachery ) Winning gains Winning's Armor of Treachery.
19:35:59: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 178 Death damage from Aoife's Life Leech. 
19:35:59: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 131 , 993221111 , Necrosis ) Boss Practice Dummy suffers 131 Death damage from Aoife's Necrosis. 
19:35:59: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 660 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 660 Death damage. 
19:35:59: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 271 , 398304460 , Empowered Shot ) Er's Empowered Shot hits Elite Practice Dummy for 271 Physical damage. 
19:35:59: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 138 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 138 Death damage from Aoife's Dark Touch. 
19:35:59: ( 1 , T=P#R=O#211669182688773742 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Fayre , Unknown , 0 , 2102262591 , Salvage Accessories ) Fayre begins casting Salvage Accessories.
19:36:00: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (69 overheal)
19:36:00: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:36:00: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:36:00: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 178 Death damage. 
19:36:00: ( 6 , T=P#R=O#211669182535649286 , T=P#R=O#211669182535649286 , T=X#R=X#0 , T=X#R=X#0 , Winning , Winning , 0 , 309275273 , Cavalier ) Winning gains Winning's Cavalier.
19:36:01: ( 6 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 301593466 , Empowered Darkness ) Aoife gains Aoife's Empowered Darkness.
19:36:01: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 990 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 990 Death damage. 
19:36:01: ( 7 , T=P#R=O#211669182724655954 , T=P#R=O#211669182724655954 , T=X#R=X#0 , T=X#R=X#0 , Jostissa , Jostissa , 0 , 825920277 , Reparation ) Jostissa's Reparation fades from Jostissa.
19:36:01: ( 7 , T=P#R=O#211669182724655954 , T=P#R=O#211669182724655954 , T=X#R=X#0 , T=X#R=X#0 , Jostissa , Jostissa , 0 , 308969739 , Armor of Treachery ) Jostissa's Armor of Treachery fades from Jostissa.
19:36:01: ( 7 , T=P#R=O#211669182724655954 , T=P#R=O#211669182724655954 , T=X#R=X#0 , T=X#R=X#0 , Jostissa , Jostissa , 0 , 309275273 , Cavalier ) Jostissa's Cavalier fades from Jostissa.
19:36:01: ( 7 , T=P#R=O#211669182724655954 , T=P#R=O#211669182724655954 , T=X#R=X#0 , T=X#R=X#0 , Jostissa , Jostissa , 0 , 293562978 , Salvation ) Jostissa's Salvation fades from Jostissa.
19:36:01: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 131 , 993221111 , Necrosis ) Boss Practice Dummy suffers 131 Death damage from Aoife's Necrosis. 
19:36:01: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 208 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 208 Death damage. 
19:36:01: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:36:01: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:36:02: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (93 overheal)
19:36:02: ( 23 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 126 , 1210012596 , Auto Attack ) Er's Auto Attack critically hits Elite Practice Dummy for 126 Physical damage. 
19:36:02: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:36:02: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:36:02: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 240 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 240 Death damage. 
19:36:03: ( 1 , T=P#R=O#211669182557759289 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Er , Unknown , 0 , 8916230 , Shadow Fire ) Er begins casting Shadow Fire.
19:36:03: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:36:03: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:36:03: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 131 , 993221111 , Necrosis ) Boss Practice Dummy suffers 131 Death damage from Aoife's Necrosis. 
19:36:03: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 138 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 138 Death damage from Aoife's Dark Touch. 
19:36:04: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (93 overheal)
19:36:04: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 240 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 240 Death damage from Aoife's Life Leech. 
19:36:04: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1051 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 1051 Death damage. 
19:36:04: ( 6 , T=P#R=O#211669182535649286 , T=P#R=O#211669182535649286 , T=X#R=X#0 , T=X#R=X#0 , Winning , Winning , 0 , 1203007891 , Heart of the Frozen Sea ) Winning gains Winning's Heart of the Frozen Sea.
19:36:05: ( 1 , T=P#R=O#211669182688773742 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Fayre , Unknown , 0 , 2102262591 , Salvage Accessories ) Fayre begins casting Salvage Accessories.
19:36:05: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (93 overheal)
19:36:05: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:36:05: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:36:05: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 240 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 240 Death damage. 
19:36:05: ( 23 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 554 , 8916230 , Shadow Fire ) Er's Shadow Fire critically hits Elite Practice Dummy for 554 Physical damage. 
19:36:05: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 131 , 993221111 , Necrosis ) Boss Practice Dummy suffers 131 Death damage from Aoife's Necrosis. 
19:36:05: ( 6 , T=P#R=O#211669182557759289 , T=P#R=O#211669182557759289 , T=X#R=X#0 , T=X#R=X#0 , Er , Er , 0 , 8916230 , Shadow Fire ) Er gains Er's Shadow Fire.
19:36:05: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 208 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 208 Death damage. 
19:36:06: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 64 , 1740119144 , Virulent Poison ) Er's Virulent Poison hits Elite Practice Dummy for 64 Water damage. 
19:36:06: ( 6 , T=P#R=O#211669182535649286 , T=P#R=O#211669182535649286 , T=X#R=X#0 , T=X#R=X#0 , Winning , Winning , 0 , 293562978 , Salvation ) Winning gains Winning's Salvation.
19:36:06: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1050 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 1050 Death damage. 
19:36:06: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1585 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 1585 Death damage. 
19:36:06: ( 1 , T=P#R=O#211669182557759289 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Er , Unknown , 0 , 761654615 , Marksman's Pedestal ) Er begins casting Marksman's Pedestal.
19:36:06: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:36:06: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (89 overheal)
19:36:06: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Aoife's Necrosis dissipates from Boss Practice Dummy.
19:36:06: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:36:06: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:36:06: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 230 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 230 Death damage. 
19:36:07: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Boss Practice Dummy is afflicted by Aoife's Necrosis.
19:36:07: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 257 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 257 Death damage. 
19:36:07: ( 1 , T=P#R=O#211669182499615182 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Ahringol , Unknown , 0 , 10 , Runebreak ) Ahringol begins casting Runebreak.
19:36:07: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 89 , 1210012596 , Auto Attack ) Er's Auto Attack hits Elite Practice Dummy for 89 Physical damage. 
19:36:07: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 208 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 208 Death damage. 
19:36:07: ( 26 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1330759450 , Stonespear ) Normal Practice Dummy is immune to Kinesthetic's Stonespear.
19:36:08: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 459 , 1898699290 , Stonespear ) Kinesthetic's Stonespear hits Normal Practice Dummy for 459 Earth damage. 
19:36:08: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 89 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 89 Air damage. 
19:36:08: ( 6 , T=P#R=O#211669182535649286 , T=P#R=O#211669182535649286 , T=X#R=X#0 , T=X#R=X#0 , Winning , Winning , 0 , 1203344611 , Vengeance of the Winter Storm ) Winning gains Winning's Vengeance of the Winter Storm.
19:36:08: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:36:08: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:36:08: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (89 overheal)
19:36:08: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 94 , 1270156362 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 94 Physical damage. 
19:36:08: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 230 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 230 Death damage from Aoife's Life Leech. 
19:36:09: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 171 , 993221111 , Necrosis ) Boss Practice Dummy suffers 171 Death damage from Aoife's Necrosis. 
19:36:09: ( 8 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 0 , 1243745316 , Barbed Shot ) Elite Practice Dummy is afflicted by Er's Barbed Shot.
19:36:09: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 143 , 1243745316 , Barbed Shot ) Er's Barbed Shot hits Elite Practice Dummy for 143 Physical damage. 
19:36:09: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1545567662 , Frost Strike ) Normal Practice Dummy is afflicted by Kinesthetic's Frost Strike.
19:36:09: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 376 , 1545567662 , Frost Strike ) Kinesthetic's Frost Strike hits Normal Practice Dummy for 376 Water damage. 
19:36:09: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 89 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 89 Air damage. 
19:36:09: ( 1 , T=P#R=O#211669182688773742 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Fayre , Unknown , 0 , 2102262591 , Salvage Accessories ) Fayre begins casting Salvage Accessories.
19:36:09: ( 6 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 1254452783 , Earth Burst ) Kinesthetic gains Kinesthetic's Earth Burst.
19:36:09: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 208 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 208 Death damage. 
19:36:09: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 95 , 2011189188 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 95 Physical damage. 
19:36:10: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Aoife's Dark Touch dissipates from Boss Practice Dummy.
19:36:10: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Boss Practice Dummy is afflicted by Aoife's Dark Touch.
19:36:10: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 280 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 280 Death damage. 
19:36:10: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 235 , 623296176 , Quick Shot ) Er's Quick Shot hits Elite Practice Dummy for 235 Physical damage. 
19:36:10: ( 26 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1885984242 , Riftwalk ) Normal Practice Dummy is immune to Kinesthetic's Riftwalk.
19:36:10: ( 7 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 1254452783 , Earth Burst ) Kinesthetic's Earth Burst fades from Kinesthetic.
19:36:10: ( 26 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1254452783 , Earth Burst ) Normal Practice Dummy is immune to Kinesthetic's Earth Burst.
19:36:10: ( 8 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 0 , 623296176 , Quick Shot ) Elite Practice Dummy is afflicted by Er's Quick Shot.
19:36:10: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 59 , 1210012596 , Auto Attack ) Er's Auto Attack hits Elite Practice Dummy for 59 Physical damage. 
19:36:10: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1043039619 , Enhanced Earth Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Earth Burst.
19:36:10: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 261 , 909489591 , Riftwalk ) Kinesthetic's Riftwalk hits Normal Practice Dummy for 261 Air damage. 
19:36:10: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 89 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 89 Air damage. 
19:36:10: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 834 , 1254452783 , Earth Burst ) Kinesthetic's Earth Burst hits Normal Practice Dummy for 834 Earth damage. 
19:36:10: ( 26 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1254452783 , Earth Burst ) Normal Practice Dummy is immune to Kinesthetic's Earth Burst.
