19:34:31: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 602 , 1354128383 , Head Shot ) Er's Head Shot hits Elite Practice Dummy for 602 Physical damage. 
19:37:01: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 172 , 2011189188 , Auto Attack ) Kinesthetic's Auto Attack critically hits Normal Practice Dummy for 172 Physical damage. 
19:37:01: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:37:01: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 659 , 1817878418 , Thunder Strike ) Kinesthetic's Thunder Strike critically hits Normal Practice Dummy for 659 Air damage. 
19:37:01: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 115 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 115 Air damage. 
19:37:02: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 172 , 1270156362 , Auto Attack ) Kinesthetic's Auto Attack critically hits Normal Practice Dummy for 172 Physical damage. 
19:37:02: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 657 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 657 Death damage. 
19:37:02: ( 6 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 450193796 , Storm Burst ) Kinesthetic gains Kinesthetic's Storm Burst.
19:37:02: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 496 , 1817878418 , Thunder Strike ) Kinesthetic's Thunder Strike hits Normal Practice Dummy for 496 Air damage. 
19:37:02: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:37:02: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 753 , 1817878418 , Thunder Strike ) Kinesthetic's Thunder Strike critically hits Normal Practice Dummy for 753 Air damage. 
19:37:02: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 143 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 143 Death damage from Aoife's Dark Touch. 
19:37:02: ( 26 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1885984242 , Riftwalk ) Normal Practice Dummy is immune to Kinesthetic's Riftwalk.
19:37:02: ( 7 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 450193796 , Storm Burst ) Kinesthetic's Storm Burst fades from Kinesthetic.
19:37:02: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 339 , 909489591 , Riftwalk ) Kinesthetic's Riftwalk hits Normal Practice Dummy for 339 Air damage. 
19:37:02: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:37:02: ( 23 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 1297 , 563799322 , Deadeye Shot ) Er's Deadeye Shot critically hits Elite Practice Dummy for 1297 Physical damage. 
19:37:02: ( 27 , T=P#R=O#211669182557759289 , T=P#R=O#211669182557759289 , T=X#R=X#0 , T=X#R=X#0 , Er , Er , 1 , 1239869022 , Opportunity ) Er's Opportunity gives Er 1 .
19:37:02: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:37:02: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (69 overheal)
19:37:02: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 115 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 115 Air damage. 
19:37:03: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 69 , 1210012596 , Auto Attack ) Er's Auto Attack hits Elite Practice Dummy for 69 Physical damage. 
19:37:03: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:37:03: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:37:03: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 178 Death damage. 
19:37:03: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1043039619 , Enhanced Earth Burst ) Kinesthetic's Enhanced Earth Burst dissipates from Normal Practice Dummy.
19:37:03: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 790486949 , Enhanced Storm Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Storm Burst.
19:37:03: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 1225 , 450193796 , Storm Burst ) Kinesthetic's Storm Burst critically hits Normal Practice Dummy for 1225 Air damage. 
19:37:03: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1043039619 , Enhanced Earth Burst ) Kinesthetic's Enhanced Earth Burst dissipates from Normal Practice Dummy.
19:37:03: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 790486949 , Enhanced Storm Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Storm Burst.
19:37:03: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 817 , 450193796 , Storm Burst ) Kinesthetic's Storm Burst hits Normal Practice Dummy for 817 Air damage. 
19:37:03: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1043039619 , Enhanced Earth Burst ) Kinesthetic's Enhanced Earth Burst dissipates from Normal Practice Dummy.
19:37:03: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 790486949 , Enhanced Storm Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Storm Burst.
19:37:03: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 817 , 450193796 , Storm Burst ) Kinesthetic's Storm Burst hits Normal Practice Dummy for 817 Air damage. 
19:37:03: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 172 , 2011189188 , Auto Attack ) Kinesthetic's Auto Attack critically hits Normal Practice Dummy for 172 Physical damage. 
19:37:03: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 131 , 993221111 , Necrosis ) Boss Practice Dummy suffers 131 Death damage from Aoife's Necrosis. 
19:37:03: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 172 , 1270156362 , Auto Attack ) Kinesthetic's Auto Attack critically hits Normal Practice Dummy for 172 Physical damage. 
19:37:04: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:37:04: ( 6 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 301593466 , Empowered Darkness ) Aoife gains Aoife's Empowered Darkness.
19:37:04: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 143 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 143 Death damage from Aoife's Dark Touch. 
19:37:05: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (69 overheal)
19:37:05: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:37:05: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 178 Death damage from Aoife's Life Leech. 
19:37:05: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1545567662 , Frost Strike ) Normal Practice Dummy is afflicted by Kinesthetic's Frost Strike.
19:37:05: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 487 , 1545567662 , Frost Strike ) Kinesthetic's Frost Strike hits Normal Practice Dummy for 487 Water damage. 
19:37:05: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 115 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 115 Air damage. 
19:37:05: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 990 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 990 Death damage. 
19:37:05: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 172 , 2011189188 , Auto Attack ) Kinesthetic's Auto Attack critically hits Normal Practice Dummy for 172 Physical damage. 
19:37:05: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 131 , 993221111 , Necrosis ) Boss Practice Dummy suffers 131 Death damage from Aoife's Necrosis. 
19:37:05: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 91 , 1210012596 , Auto Attack ) Er's Auto Attack hits Elite Practice Dummy for 91 Physical damage. 
19:37:05: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 94 , 1270156362 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 94 Physical damage. 
19:37:06: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (93 overheal)
19:37:06: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:37:06: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:37:06: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 240 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 240 Death damage. 
19:37:06: ( 5 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 748009254 , Soul Sickness ) Kinesthetic's Soul Sickness heals Kinesthetic for 0. 
19:37:06: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 748009254 , Soul Sickness ) Normal Practice Dummy is afflicted by Kinesthetic's Soul Sickness.
19:37:06: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 111 , 748009254 , Soul Sickness ) Kinesthetic's Soul Sickness hits Normal Practice Dummy for 111 Death damage. 
19:37:06: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 143 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 143 Death damage from Aoife's Dark Touch. 
19:37:06: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:37:06: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 115 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 115 Air damage. 
19:37:07: ( 6 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 130745899 , Fiery Burst ) Kinesthetic gains Kinesthetic's Fiery Burst.
19:37:07: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 100 , 2011189188 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 100 Physical damage. 
19:37:07: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1057 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 1057 Death damage. 
19:37:07: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 131 , 993221111 , Necrosis ) Boss Practice Dummy suffers 131 Death damage from Aoife's Necrosis. 
19:37:07: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 103 , 1270156362 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 103 Physical damage. 
19:37:07: ( 26 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1885984242 , Riftwalk ) Normal Practice Dummy is immune to Kinesthetic's Riftwalk.
19:37:07: ( 7 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 130745899 , Fiery Burst ) Kinesthetic's Fiery Burst fades from Kinesthetic.
19:37:07: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:37:07: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 790486949 , Enhanced Storm Burst ) Kinesthetic's Enhanced Storm Burst dissipates from Normal Practice Dummy.
19:37:07: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1509965523 , Fiery Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Fiery Burst.
19:37:07: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1580629321 , Enhanced Fiery Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Fiery Burst.
19:37:07: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 341 , 909489591 , Riftwalk ) Kinesthetic's Riftwalk hits Normal Practice Dummy for 341 Air damage. 
19:37:07: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 115 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 115 Air damage. 
19:37:08: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (93 overheal)
19:37:08: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:37:08: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:37:08: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 240 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 240 Death damage from Aoife's Life Leech. 
19:37:08: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 230 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 230 Death damage. 
19:37:08: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (89 overheal)
19:37:08: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 61 , 1210012596 , Auto Attack ) Er's Auto Attack hits Elite Practice Dummy for 61 Physical damage. 
19:37:08: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 215 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 215 Death damage. 
19:37:08: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 292 , 1509965523 , Fiery Burst ) Kinesthetic's Fiery Burst hits Normal Practice Dummy for 292 Fire damage. 
19:37:09: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 952 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 952 Death damage. 
19:37:09: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 954 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 954 Death damage. 
19:37:09: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 790486949 , Enhanced Storm Burst ) Kinesthetic's Enhanced Storm Burst dissipates from Normal Practice Dummy.
19:37:09: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 790486949 , Enhanced Storm Burst ) Kinesthetic's Enhanced Storm Burst dissipates from Normal Practice Dummy.
19:37:09: ( 5 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 748009254 , Soul Sickness ) Kinesthetic's Soul Sickness heals Kinesthetic for 0. 
19:37:09: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 111 , 748009254 , Soul Sickness ) Kinesthetic's Soul Sickness hits Normal Practice Dummy for 111 Death damage. 
19:37:09: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 131 , 993221111 , Necrosis ) Boss Practice Dummy suffers 131 Death damage from Aoife's Necrosis. 
19:37:09: ( 4 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 292 , 1509965523 , Fiery Burst ) Normal Practice Dummy suffers 292 Fire damage from Kinesthetic's Fiery Burst. 
19:37:09: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 97 , 1270156362 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 97 Physical damage. 
19:37:09: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:37:09: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:37:09: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:37:09: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 664 , 652532638 , Flamespear ) Kinesthetic's Flamespear critically hits Normal Practice Dummy for 664 Fire damage. 
