06:48:10: ( 7 , T=P#R=O#211669182502159132 , T=P#R=O#211669182502159132 , T=X#R=X#0 , T=X#R=X#0 , Erhellen , Erhellen , 0 , 1092610256 , Temporary Rune Buff ) Erhellen's Temporary Rune Buff fades from Erhellen.
06:50:09: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 153 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 153 Death damage from Aoife's Dark Touch. 
06:50:09: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (68 overheal)
06:50:09: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:50:09: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:50:09: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 176 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 176 Death damage. 
06:50:10: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:50:10: ( 5 , T=P#R=O#211669182725801768 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Kaoz , 439 , 1998712331 , Ironpine Melange ) Kaoz's Ironpine Melange heals Kaoz for 439. 
06:50:10: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 970 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 970 Death damage. 
06:50:10: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:50:11: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (65 overheal)
06:50:11: ( 5 , T=P#R=O#211669182725801768 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Kaoz , 439 , 1998712331 , Ironpine Melange ) Kaoz's Ironpine Melange heals Kaoz for 439. 
06:50:11: ( 7 , T=P#R=O#211669182725801768 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Kaoz , 0 , 1998712331 , Ironpine Melange ) Kaoz's Ironpine Melange fades from Kaoz.
06:50:11: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:50:11: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:50:11: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 168 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 168 Death damage. 
06:50:11: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 134 , 993221111 , Necrosis ) Boss Practice Dummy suffers 134 Death damage from Aoife's Necrosis. 
06:50:11: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 153 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 153 Death damage from Aoife's Dark Touch. 
06:50:12: ( 6 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 301593466 , Empowered Darkness ) Aoife gains Aoife's Empowered Darkness.
06:50:12: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 923 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 923 Death damage. 
06:50:12: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:50:12: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (88 overheal)
06:50:12: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:50:13: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:50:13: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:50:13: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 227 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 227 Death damage. 
06:50:13: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Aoife's Necrosis dissipates from Boss Practice Dummy.
06:50:13: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 202 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 202 Death damage. 
06:50:13: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 230 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 230 Death damage. 
06:50:14: ( 1 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Unknown , 0 , 798727570 , Blood Rum ) Kaoz begins casting Blood Rum.
06:50:14: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:50:14: ( 5 , T=P#R=O#211669182725801768 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Kaoz , 388 , 798727570 , Blood Rum ) Kaoz's Blood Rum heals Kaoz for 388. 
06:50:14: ( 6 , T=P#R=O#211669182725801768 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Kaoz , 0 , 798727570 , Blood Rum ) Kaoz gains Kaoz's Blood Rum.
06:50:14: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Boss Practice Dummy is afflicted by Aoife's Necrosis.
06:50:14: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 176 , 993221111 , Necrosis ) Aoife's Necrosis hits Boss Practice Dummy for 176 Death damage. 
06:50:14: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (88 overheal)
06:50:14: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 227 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 227 Death damage from Aoife's Life Leech. 
06:50:15: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1552 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 1552 Death damage. 
06:50:15: ( 5 , T=P#R=O#211669182725801768 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Kaoz , 388 , 798727570 , Blood Rum ) Kaoz's Blood Rum heals Kaoz for 388. 
06:50:15: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:50:15: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:50:15: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 230 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 230 Death damage. 
06:50:15: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 236 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 236 Death damage. 
06:50:15: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (92 overheal)
06:50:16: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:50:16: ( 5 , T=P#R=O#211669182725801768 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Kaoz , 150 , 798727570 , Blood Rum ) Kaoz's Blood Rum heals Kaoz for 150. (238 overheal)
06:50:16: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 176 , 993221111 , Necrosis ) Boss Practice Dummy suffers 176 Death damage from Aoife's Necrosis. 
06:50:16: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:50:17: ( 5 , T=P#R=O#211669182725801768 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Kaoz , 0 , 798727570 , Blood Rum ) Kaoz's Blood Rum heals Kaoz for 0. (388 overheal)
06:50:17: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (92 overheal)
06:50:17: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 153 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 153 Death damage from Aoife's Dark Touch. 
06:50:17: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 236 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 236 Death damage from Aoife's Life Leech. 
06:50:17: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:50:18: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1552 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 1552 Death damage. 
06:50:18: ( 5 , T=P#R=O#211669182725801768 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Kaoz , 0 , 798727570 , Blood Rum ) Kaoz's Blood Rum heals Kaoz for 0. (388 overheal)
06:50:18: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 264 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 264 Death damage. 
06:50:19: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (92 overheal)
06:50:19: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:50:19: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:50:19: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 236 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 236 Death damage. 
06:50:19: ( 5 , T=P#R=O#211669182725801768 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Kaoz , 0 , 798727570 , Blood Rum ) Kaoz's Blood Rum heals Kaoz for 0. (388 overheal)
06:50:19: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Aoife's Dark Touch dissipates from Boss Practice Dummy.
06:50:19: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Boss Practice Dummy is afflicted by Aoife's Dark Touch.
06:50:19: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 298 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 298 Death damage. 
06:50:20: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1033 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 1033 Death damage. 
06:50:20: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:50:20: ( 1 , T=P#R=O#211669182715070847 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Tonberry , Unknown , 0 , 1803733676 , Changing Role ) Tonberry begins casting Changing Role.
06:50:20: ( 5 , T=P#R=O#211669182725801768 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Kaoz , 0 , 798727570 , Blood Rum ) Kaoz's Blood Rum heals Kaoz for 0. (388 overheal)
06:50:20: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (92 overheal)
06:50:20: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:50:20: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:50:20: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 236 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 236 Death damage. 
06:50:20: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 176 , 993221111 , Necrosis ) Boss Practice Dummy suffers 176 Death damage from Aoife's Necrosis. 
06:50:20: ( 7 , T=P#R=O#211669182725801768 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Kaoz , 0 , 798727570 , Blood Rum ) Kaoz's Blood Rum fades from Kaoz.
06:50:20: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:50:21: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 528423916 , Neddra's Torture ) Aoife's Neddra's Torture dissipates from Boss Practice Dummy.
06:50:21: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 837 , 528423916 , Neddra's Torture ) Aoife's Neddra's Torture critically hits Boss Practice Dummy for 837 Death damage. 
06:50:21: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 290 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 290 Death damage. 
06:50:21: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:50:22: ( 7 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 301593466 , Empowered Darkness ) Aoife's Empowered Darkness fades from Aoife.
06:50:22: ( 1 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Unknown , 0 , 1998712331 , Ironpine Melange ) Shananise begins casting Ironpine Melange.
06:50:22: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 528423916 , Neddra's Torture ) Aoife begins casting Neddra's Torture.
06:50:22: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech critically heals Aoife for 0. (134 overheal)
06:50:22: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 345 , 1969688444 , Life Leech ) Aoife's Life Leech critically hits Boss Practice Dummy for 345 Death damage. 
06:50:22: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 171 , 993221111 , Necrosis ) Boss Practice Dummy suffers 171 Death damage from Aoife's Necrosis. 
06:50:23: ( 5 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 439 , 1998712331 , Ironpine Melange ) Shananise's Ironpine Melange heals Shananise for 439. 
06:50:23: ( 6 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 0 , 1998712331 , Ironpine Melange ) Shananise gains Shananise's Ironpine Melange.
06:50:23: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 623 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 623 Death damage. 
06:50:23: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 290 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 290 Death damage. 
06:50:23: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (69 overheal)
06:50:24: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:50:24: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:50:24: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 528423916 , Neddra's Torture ) Boss Practice Dummy is afflicted by Aoife's Neddra's Torture.
06:50:24: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 178 Death damage. 
06:50:24: ( 28 , T=P#R=O#211669182715070847 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Tonberry , Shananise , 1363 , 1063369648 , Bloom ) Tonberry's Bloom critically heals Shananise for 1363. 
06:50:24: ( 5 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 405 , 1998712331 , Ironpine Melange ) Shananise's Ironpine Melange heals Shananise for 405. (34 overheal)
06:50:24: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 764255181 , Defile ) Boss Practice Dummy is afflicted by Aoife's Defile.
06:50:24: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 256 , 764255181 , Defile ) Aoife's Defile hits Boss Practice Dummy for 256 Death damage. 
06:50:24: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 264 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 264 Death damage. 
06:50:25: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:50:25: ( 5 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 0 , 1998712331 , Ironpine Melange ) Shananise's Ironpine Melange heals Shananise for 0. (439 overheal)
06:50:25: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 198 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 198 Death damage from Aoife's Dark Touch. 
06:50:25: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech critically heals Aoife for 0. (107 overheal)
06:50:26: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 275 , 1969688444 , Life Leech ) Aoife's Life Leech critically hits Boss Practice Dummy for 275 Death damage. 
06:50:26: ( 7 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 0 , 1998712331 , Ironpine Melange ) Shananise's Ironpine Melange fades from Shananise.
06:50:26: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 384 , 764255181 , Defile ) Aoife's Defile critically hits Boss Practice Dummy for 384 Death damage. 
06:50:26: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1109565430 , Draining Bolt ) Aoife's Draining Bolt critically heals Aoife for 0. (537 overheal)
